Product_Name,Number_Of_Reviews,Rating,Product_Price,Product_URL,Description,ASIN,Product_Description_Table,Manufacturer
HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black),516,4.0,[899],https://www.amazon.in/HP-Lightweight-100-Black-Backpack/dp/B08CY1YXCK/ref=sr_1_59_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-59-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&psc=1," Transport your laptop, tablet, files and daily accessories safely and securely with the 16 liter HP Lightweight 100 Backpack 15.  , Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets.  , Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack.  , The HP 100 Lightweight backpak comes with Double Large compartments To accommodate your 15.6-inch laptop and other stuff, it comes with a spacious compartment and front pocket with organization panel and fabric side pockets. Furthermore, the compression straps add to its utility while the grab handle ensures a comfortable carry.  , Rest easy with one-year limited warranty from the manufacturer.  ",B08CY1YXCK,"{'product_description': [], 'from_manufacturer_text': [], 'Product Dimensions': '31 x 12 x 44.5 cm; 450 Grams', 'Date First Available': '21 July 2020', 'Manufacturer': 'Korrun India Pvt. Ltd., Korrun India Pvt. Ltd.', 'ASIN': 'B08CY1YXCK', 'Item model number': '1B3M3AA', 'Country of Origin': 'India', 'Packer': 'Korrun India Pvt. Ltd.', 'Importer': 'Korrun India Pvt. Ltd.', 'Item Weight': '450 g', 'Item Dimensions LxWxH': '31 x 12 x 44.5 Centimeters', 'Included Components': 'Backpack', 'Generic Name': 'Backpack'}","Korrun India Pvt. Ltd., Korrun India Pvt. Ltd."
F Gear String 11 Ltrs Nylon Black Gym Bag,415,4.0,[189],https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_54?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-54," Lightweight gym bags  , Ergonomic Design  , Durable  , Size-(Hxlxw) Cm-(43x32x2) Cm::Gym Bags  , Drawstring closure  ",B07PC28YQ9,"{'product_description': ['The product will be an excellent pick for you. It ensures an easy maintenance.'], 'from_manufacturer_text': ['F Gear String 11 Ltrs Nylon Black Gym Bag', 'This F Gear backpack has one compartment and is secured with a drawstring closure. This backpack is perfect for athletes, swimmers, and kids. This backpack cannot be used as a school bag.'], 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '32 x 2 x 43 cm; 100 Grams', 'Date First Available': '1 October 2015', 'Manufacturer': 'Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore  560 022. INDIA Tel: 9066161590', 'ASIN': 'B07PC28YQ9', 'Item model number': '2154', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560154', 'Item Weight': '100 g', 'Item Dimensions LxWxH': '32 x 2 x 43 Centimeters', 'Net Quantity': '1 count', 'Included Components': 'Pack of 1 Gym Bag', 'Generic Name': 'Drawstring Gym Bag'}","Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore  560 022. INDIA Tel: 9066161590"
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)",373,4.4,[1599],https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_55?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-55," Lightweight and comfortable to carry  , All your everyday essentials at your fingertips  , Dependable everyday companion  ",B07PMQTB6T,"{'Brand': 'Dell', 'Manufacturer': 'Dell', 'Series': 'Dell', 'Colour': 'Black', 'Item Height': '42.5 Centimeters', 'Item Width': '14 Centimeters', 'Standing screen display size': '15 Inches', 'Product Dimensions': '31.5 x 14 x 42.5 cm; 558 Grams', 'Item model number': 'PO-BPS-15-20', 'Are Batteries Included': 'No', 'Included Components': 'Bag', 'Country of Origin': 'India', 'Item Weight': '558 g', 'product_description': ['Keep your laptop, tablet and everyday essentials securely protected within the Dell Pro Slim Backpack 15 (PO1520PS), a slim-fit backpack designed for work and beyond'], 'from_manufacturer_text': [], 'ASIN': 'B07PMQTB6T', 'Customer Reviews': '', 'Best Sellers Rank': '', 'Date First Available': '9 July 2020', 'Importer': 'Dell', 'Item Dimensions LxWxH': '31.5 x 14 x 42.5 Centimeters', 'Generic Name': 'Backpack'}",Dell
American Tourister Casual Backpack,14190,4.1,"[1239, 1499]",https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_57?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-57," Laptop Compatibility: No, Strap Type: Adjustable  , Outer Material: Polyester, Color: Blue  , Water Resistance: Water resistant, Capacity: 29 liters; Dimensions: 33 x 51 x 22 cms (LxHxW)  , Number of Wheels: 0, Number of compartments: 3  , Mesh Padding on back & shoulder strap to provide comfort & better back support  ",B07CJCFNZG,"{'product_description': [], 'from_manufacturer_text': [], 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '33 x 22 x 51 cm; 490 Grams', 'Date First Available': '18 April 2018', 'Manufacturer': 'Samsonite', 'ASIN': 'B07CJCFNZG', 'Item model number': 'AMT MIST SCH BAG01 BLUE', 'Country of Origin': 'China', 'Department': 'unisex-adult', 'Item Weight': '490 g', 'Item Dimensions LxWxH': '33 x 22 x 51 Centimeters', 'Generic Name': 'Casual Backpack'}",Samsonite
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),1885,4.4,[1444],https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_56?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-56," Outer Material: Fabric, Color: Black; Water resistant  , Capacity: 21 liters; Weight: 480 grams; Dimensions: 18 inches x 13 inches x 5 inches (LxWxH)  , Number of compartments: 2  , Laptop Compatibility: Yes, Laptop Size: 15 inches  , Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Lining Description: Nylon  , Fits upto 15"",Side mesh pocket for water bottle  ",B07FC4D9B5,"{'product_description': ['Fits upto 15 inch. Side mesh pocket for water bottle. Padded back system for carrying comfort. Webbing haul loop. Internal organizer. Material Specifications: 420D Poly Ripstop coated, 210D Nylon Poly Melange, 420D TM Poly Dobby.'], 'from_manufacturer_text': ['Black Laptop Backpack', ""The Wildcraft backpack is a sleek, light bag with a young-at-heart design that's perfect for school or daily travel. Made for daily use, this bag is not oversized and is meant to carry your essentials. With its trendy looks and easy to organize design, this bag is cute and suave as well as useful, to help you complete your look. Quietly stylish and durable, it features multiple compartments to help organize your stuff."", 'Design', 'Featuring padded handles and shoulder straps, zipper compartments and bottle holders, this bag comes with everything you need to tackle your daily commute.', 'Compartments', 'This bag is designed to fit upto 15 inch laptops. It features a side mesh pocket for water bottle, a padded back system for carrying comfort, webbing haul loop and an internal organizer.', 'Material', 'The fibre material is widely popular on account of its durability and toughness. Made of fibres that do not wear down quickly even with daily use and it is resistant to wrinkling and shrinking. The light weight feel of the material also makes it a very in-demand material for backpacks.'], 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '33.02 x 12.7 x 45.72 cm; 480 Grams', 'Date First Available': '7 July 2018', 'Manufacturer': 'Wildcraft', 'ASIN': 'B07FC4D9B5', 'Item model number': 'STREAK PLUS', 'Item Weight': '480 g', 'Item Dimensions LxWxH': '33 x 12.7 x 45.7 Centimeters', 'Generic Name': 'Laptop Backpack'}",Wildcraft
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,8758,3.9,[899],https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_53?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-53," ?MADE IN INDIA - This “MAKE IN INDIA” Product features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls. In deed a perfect all rounder backpack for men, school bag for boys and girls, College bag for boys and girls.   , Compartment Description: Up To 15 Inches; Style Name: Casual Backpack   ",B08YZ8FFBZ,"{'product_description': [], 'from_manufacturer_text': [], 'Product Dimensions': '24.13 x 34.29 x 50.8 cm; 550 Grams', 'Date First Available': '15 March 2021', 'Manufacturer': 'Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998', 'ASIN': 'B08YZ8FFBZ', 'Item model number': 'Bingo 48L Laptop Bag', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'PAZZO INDIA, Hebbal Industrial Area, Mysore', 'Item Weight': '550 g', 'Item Dimensions LxWxH': '24.1 x 34.3 x 50.8 Centimeters'}","Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),6048,4.4,[999],https://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_52?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-52," 21L Capacity: The Backpack has a padded laptop compartment that can fit 15.2 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm. Material : 100% Polyester. Lining : 100% Polyster  , Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.  , Secret/Hidden Pocket: An invisible zipper pocket on the edge of the back panel acts as a guard for any valuable items such as TWS/ Earbuds, Passport, Phone against theft.  , Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.  , Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.  , Made In India: Mi Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks  , 6 Months Warranty: The MI Business casual backpack comes with 6 months of warranty. For queries please reach out to 18001036286  ",B0862V2GKH,"{'Brand': 'MI', 'Manufacturer': 'Korrun India Pvt. Lts', 'Model': 'Business Casual', 'Model Name': 'Business Casual', 'Product Dimensions': '44 x 32 x 16 cm; 500 Grams', 'Item model number': 'Business Casual', 'Special Features': 'Padded Straps Internal Organizer', 'Mounting Hardware': 'Backpack', 'Batteries Required': 'No', 'Material': 'Polyester', 'Country of Origin': 'India', 'Item Weight': '500 g', 'product_description': [], 'from_manufacturer_text': ['Utility, a priority', 'For all your essentials, while the streamlined design allows you to traverse crowded streets with ease as you rush for your business meeting.', 'Comfortable, Highly Effective and stylish', 'The backpack features extra padded shoulder straps, padded mesh back and cushioned laptop support for optimal comfort and breathability.', 'Looks Good, Works Better', 'The backpack strikes a perfect balance between fashion and functionality. With the contemporary design and spacious compartments, this is the ultimate work companion you can carry everyday, everywhere.', 'IPX4 Water resistant Material', 'To protect your essentials in all weather conditions.', 'Dedicated Compartment', 'The rear compartment of the backpack contains a padded laptop compartment, pocket for your tab, a zipper compartment for your cables that avoids tangling, and an extra compartment for your books or scribble pad.', 'Easy Access Elastic Pocket', 'External elastic pocket to house any size water bottle.'], 'ASIN': 'B0862V2GKH', 'Customer Reviews': '', 'Best Sellers Rank': '', 'Date First Available': '18 March 2020', 'Importer': 'Xiaomi Technology India Private Limited, Building Orchid. Block E, Embassy Tech Village, Marathahalli Outer Ring Road, Devarabisanahalli, Bengaluru 560103', 'Item Dimensions LxWxH': '44 x 32 x 16 Centimeters', 'Net Quantity': '1 count', 'Generic Name': 'Backpack'}",Korrun India Pvt. Lts
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (GREY)",348,4.0,[512],https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZKHSDR/ref=sr_1_51?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-51," PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack .  , COMPREHENSIVE WORKSPACE: Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. It can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men .bags for travelling.  , COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .  , COMPACT AND EASY TO CARRY: Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;  , MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.  ",B09WZKHSDR,"{'Brand': 'Bennett', 'Manufacturer': 'Texcoco Enterprises, 9958166528', 'Model': 'ben_cas_grey', 'Model Name': 'bennett casual bag', 'Product Dimensions': '38.9 x 26.9 x 2 cm; 459 Grams', 'Item model number': 'ben_cas_grey', 'Compatible Devices': 'Laptop', 'Special Features': 'Laptop Compartment, Tablet Compartment, Lightweight, Cell Phone Holder, Bottle Holder', 'Mounting Hardware': 'Laptop Backpack', 'Number Of Items': '1', 'Batteries Included': 'No', 'Batteries Required': 'No', 'Material': 'Fabric', 'Country of Origin': 'India', 'Item Weight': '459 g', 'product_description': [], 'from_manufacturer_text': ['GREAT GIFT CHOICE', 'About Bennett', 'Registered by company that professional in design and produce laptop sleeve, case, bag, briefcase, backpack and other related bags over 16 years. We are aimed to offer customers high quality products with competitive prices under rich factory experience and exquisite craftsmanship.', 'Classic Unisex Design', 'Why BENNETT Casual Laptop Backpack?', 'CASUAL LAPTOP BAG', 'This business backpack for men has a laptop compartment to store laptops up to 15.6 inch and keyboards, a wide opening design of main compartment for books, clothes. and the front compartment contains small multifunctional pockets for storing data cables and other items to keep your belongings organized. Highlights are mentioned below:', 'ERGONOMIC DESIGN', 'The shoulder strap of this 15.6 laptop backpack with padded shoulder strap are designed to be comfortable and breathable, helping to relieve the pressure on the shoulders and back. Highlights are mentioned below:', 'PREMIUM EXQUISITE QUALITY', 'Water-resistant and scratch-resistant fabric. As Everyday backpack, Work backpack, Study bookbag, Business laptop backpack for men women adult teens or daily use at anywhere. Lightweight and sturdy backpack ensure a secure & long-lasting usage every day. Highlights are mentioned below:', 'FOLLOW YOUR HEART', 'Suitable for a variety of occasions, perfects for weekend getaways, shopping, office work, school, college, business traveling and other outdoor activities. Also, it is a perfect students backpack for women, men, teens, boys and girls. This practical large lightweight laptop backpack is ready for anywhere. Highlights are mentioned below:', 'CASUAL LAPTOP BAG', 'ERGONOMIC DESIGN', 'PREMIUM EXQUISITE QUALITY', 'FOLLOW YOUR HEART'], 'ASIN': 'B09WZKHSDR', 'Customer Reviews': '', 'Best Sellers Rank': '', 'Date First Available': '31 March 2022', 'Packer': 'Texcoco Enterprises: Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), 9958166528', 'Importer': 'Texcoco Enterprises, 9958166528', 'Item Dimensions LxWxH': '38.9 x 26.9 x 2 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Laptop Backpack'}","Texcoco Enterprises, 9958166528"
Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),364,3.9,[1919],https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_50_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-50-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1," Outer Material: Polyester, Color: Black;Water resistant  , Capacity: 21 liters; Dimensions: 32 cms x 14 cms x 46 cms (LxWxH)  , Number of compartments: 3; Laptop Compatibility: Yes, Laptop Size: 15 inches  , Warranty type: Manufacturer; 1 year  , Closure Type: Zipper; Age Range Description: Adult  ",B07N8GRWTZ,"{'product_description': [], 'from_manufacturer_text': [], 'Product Dimensions': '14 x 46 x 32 cm; 400 Grams', 'Date First Available': '30 January 2019', 'Manufacturer': 'Iff Overseas Pvt Ltd, Iff Overseas Pvt Ltd, 140/2/2, Ring Road Sqaure, Musakhedi, Indore, Madhya Pradesh, 452001; 07314223000', 'ASIN': 'B07N8GRWTZ', 'Item model number': 'TH/JOSHUALAP01', 'Country of Origin': 'India', 'Packer': 'Brand Concepts Ltd, 140/2/2, Ring Road Sqaure, Musakhedi, Indore, Madhya Pradesh, 452001; 07314223000', 'Item Weight': '400 g', 'Item Dimensions LxWxH': '14 x 46 x 32 Centimeters', 'Net Quantity': '1 count', 'Included Components': 'Backpack', 'Generic Name': 'Laptop Backpack'}","Iff Overseas Pvt Ltd, Iff Overseas Pvt Ltd, 140/2/2, Ring Road Sqaure, Musakhedi, Indore, Madhya Pradesh, 452001; 07314223000"
"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",684,3.9,[998],https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_49_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-49-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1," Laptop Compatibility: Yes, Laptop size: 15.6 inches  , Outer Material: Polyester, Color: Black  , Water Resistance: Water resistant  , Dimensions: 33 cms x 17.5 cms x 47 cms (LxWxH)  , Warranty type: Manufacturer; 12 months warranty against manufacturing defects  ",B01LXNNFDF,"{'product_description': [], 'from_manufacturer_text': ['Ergonomically Designed', 'The Laptop Bag by Urban Tribe is a well structured and ergonomically designed. It is has spacious compartments as well as an anti-clutter mobile phone charging compartment. The bag is very handy and provides comfort to the user. Carry it in style.', 'Extra Charging Compartment', 'The bag has a separate mobile phone charging compartment to give you an anti-clutter experience while you charge your phone.', 'Spacious Compartment', 'The bag has a spacious main compartment where you can carry your belongings such as your notebooks, pens, laptop, mobile etc. It is perfect for college going students who are looking for design and functionality, all in a single bag.', 'Withstand heavy weight', 'The bag is made of Polyester, making it durable and resistant to water, wear-and-tear thus making it sturdy enough to withstand heavy weight. Carry your laptop, books, mobile, wallet etc. with this bag all at once.'], 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '83.82 x 44.45 x 119.38 cm; 500 Grams', 'Date First Available': '3 March 2017', 'Manufacturer': 'Backpack International Pvt Ltd, Backpack International Pvt Ltd, Contact no +919769487901', 'ASIN': 'B01LXNNFDF', 'Item model number': 'Havana', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'Backpack International Pvt Ltd, Contact no +919769487901', 'Importer': 'Backpack International Pvt Ltd, Contact no +919769487901', 'Item Weight': '500 g', 'Item Dimensions LxWxH': '83.8 x 44.4 x 119.4 Centimeters', 'Net Quantity': '1.00 count', 'Generic Name': 'Laptop Backpack'}","Backpack International Pvt Ltd, Backpack International Pvt Ltd, Contact no +919769487901"
"Arctic Hunter Gaming Backpack Laptop Bag for 15.6 inch Laptop Biking Backpack for Men Water-Resistant Stylish Semi-Hard Armored Backpack with USB Port for Men and Women Daily Use Students, Black",140,4.4,[2799],https://www.amazon.in/Semi-Hard-Anti-Theft-Backpack-Waterproof-Charging/dp/B07X399726/ref=sr_1_100?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-100," Armored Gear: The backpack is made of high quality semi hard water resistant Fabric, with high density nylon lining will keep your expensive electronics safe and secure. Comfortable adjustable shoulder straps. Serve you well as casual daily backpack, student backpack for men, women, teens, adults  , Organizer Pockets: 1X Main Compartment to keep key board, headphones, cloths ., desired compartment for laptop upto 15.6inch like Omen, alienware, ASUS, MSI ., One Desired pocket for 10inch iPad, tablet ., 1 X inner Zipper Pocket, 1 X inner mesh Pocket, and 1 X anti-theft pocket  , Internal Defenses: dedicated, padded pockets protect your laptop and tablet Device in addition to the included charging cable Bag to help keep your accessories protected from Scratches  , USB Charging Port: This laptop backpack comes with a built-in USB charging port outside and USB cable inside. This USB backpack offers you a more convenient way to charge your phone while walking. Please noted that power bank is not included, the USB charging port only offers an easy access to charge  , External Dimension: 44× 15 ×29 cm (L×W×H). Fits for 12-15.6 inch laptop. It is a great backpack for daily life. You can take it to school, cycling, weekend traveling  ",B07X399726,"{'Brand': 'ah arctic hunter', 'Manufacturer': 'AH Arctic Hunter', 'Model': 'B00320', 'Model Name': 'B00320-Black', 'Product Dimensions': '29 x 15 x 44 cm; 1.06 Kilograms', 'Item model number': 'B00320', 'Special Features': 'Tablet Compartment, Laptop Compartment, Tear Resistant, Airflow Back Panel, Water Resistant', 'Number Of Items': '1', 'Standing screen display size': '15.6 Inches', 'Batteries Required': 'No', 'Material': 'Polyester', 'Has Auto Focus': 'No', 'Programmable Buttons': 'No', 'Country of Origin': 'China', 'Item Weight': '1 kg 60 g', 'product_description': [], 'from_manufacturer_text': ['Arctic Hunter', 'Arctic Hunter Backpack,Pack the world in your backpack', 'To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!', 'Business And College Backpack', 'Visit the Store', 'Business And College Backpack', 'Visit the Store', 'Travel Backpack', 'Visit the Store', 'Sling Bag & Shoulder Bag', 'Visit the Store', 'Chest Bag', 'Visit the Store', 'New Release', 'Visit the Store', 'Features', 'Features'], 'ASIN': 'B07X399726', 'Customer Reviews': '', 'Best Sellers Rank': '', 'Date First Available': '25 August 2019', 'Packer': 'Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com', 'Importer': 'Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com', 'Item Dimensions LxWxH': '29 x 15 x 44 Centimeters'}",AH Arctic Hunter
URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,10,3.5,[798],https://www.amazon.in/URBAN-TRIBE-Move-Backpack-Repellent/dp/B0BP1QM6W5/ref=sr_1_102_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-102-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1&smid=A385M0TPSNV7VS," Made with strong and premium 450D Polyester  , Max padded 15.4"" Laptop compartment  , Cool and stylish looks  , Unique front quick access mesh pockets  , Large front pocket for extra convenience  ",B0BP1QM6W5,"{'product_description': ['Made with strong and premium 450D Polyester Max padded 15.4"" Laptop compartment Cool and stylish looks Unique front quick access mesh pockets Large front pocket for extra convenience Available in smart colors'], 'from_manufacturer_text': [], 'Product Dimensions': '14 x 32 x 44 cm; 510 Grams', 'Date First Available': '5 December 2022', 'Manufacturer': 'Backpack International Pvt Ltd, Backpack International Pvt Ltd', 'ASIN': 'B0BP1QM6W5', 'Item model number': 'Move', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'Backpack International Pvt Ltd', 'Importer': 'Backpack International Pvt Ltd', 'Item Weight': '510 g', 'Item Dimensions LxWxH': '14 x 32 x 44 Centimeters', 'Net Quantity': '1.00 count'}","Backpack International Pvt Ltd, Backpack International Pvt Ltd"
